Batch,Path,Status,Change,Purpose,Class,Security,Risk,Carry,Evidence
3,tests/ctx_ceiling_run_20260903.txt,A,Binary test artifact from context ceiling probe v1,Record of v1 probe run results,INSTRUMENTATION,NONE,LOW: Test artifact only,YES,Binary probe output
3,tests/ctx_ceiling_v2_run_20260903.txt,A,Binary test artifact from context ceiling probe v2,Record of v2 probe run results,INSTRUMENTATION,NONE,LOW: Test artifact only,YES,Binary probe output
3,tests/ctx_ceiling_v3_run_20260905-123036.txt,A,Text log of context ceiling v3 paired-arm rate experiment,Record of v3 probe run with validity gates,INSTRUMENTATION,NONE,LOW: Test artifact only,YES,MARKER openjarvis-ctx-ceiling-v3
3,tests/install/bash/stubs/cargo,M,File mode changed from 755 to 644 (executable bit removed),Normalize stub permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 stub
3,tests/install/bash/stubs/curl,M,File mode changed from 755 to 644,Normalize stub permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 stub
3,tests/install/bash/stubs/git,M,File mode changed from 755 to 644,Normalize stub permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 stub
3,tests/install/bash/stubs/ollama,M,File mode changed from 755 to 644,Normalize stub permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 stub
3,tests/install/bash/stubs/ollama-mock,M,File mode changed from 755 to 644,Normalize stub permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 stub
3,tests/install/bash/stubs/rustup,M,File mode changed from 755 to 644,Normalize stub permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 stub
3,tests/install/bash/stubs/uv,M,File mode changed from 755 to 644,Normalize stub permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 stub
3,tests/install/bash/test_bg_orchestrator.bats,M,File mode changed from 755 to 644,Normalize test permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 test
3,tests/install/bash/test_build_extension.bats,M,File mode changed from 755 to 644,Normalize test permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 test
3,tests/install/bash/test_install.bats,M,File mode changed from 755 to 644,Normalize test permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 test
3,tests/install/bash/test_install_rust.bats,M,File mode changed from 755 to 644,Normalize test permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 test
3,tests/install/bash/test_pull_model.bats,M,File mode changed from 755 to 644,Normalize test permissions,CONFIG,NONE,LOW: Permission normalization only,YES,chmod 644 test
3,tests/probe_bulk_census_v1.py,A,Read-only census of Yahoo Bulk folder via direct connector,Measure spam folder volume by sender,INSTRUMENTATION,FILESYSTEM-WRITE,LOW: Read-only connector probe,YES,"connector_for, find_messages"
3,tests/probe_ctx_ceiling_v1.py,A,Payload-size sweep probe against Ollama num_ctx 8192 vs 32768,Test truncation hypothesis for Defect 1,INSTRUMENTATION,NETWORK,LOW: Read-only HTTP probe,YES,"build_payload, run_cell"
3,tests/probe_ctx_ceiling_v2.py,A,Message-count sweep at fixed token budget; classifies content,Distinguish front-eviction from format-switch,INSTRUMENTATION,NETWORK,LOW: Read-only HTTP probe,YES,"build_messages, classify"
3,tests/probe_ctx_ceiling_v3.py,A,"Paired-arm rate experiment: num_ctx 8192 vs 16384, N=20",Measure failure rate difference with validity gates,INSTRUMENTATION,NETWORK,LOW: Read-only HTTP probe,YES,"run_arm, wilson, summarize"
3,tests/probe_folder_census_v1.py,A,Read-only census of any IMAP folder via direct connector,Measure folder volume by sender and domain,INSTRUMENTATION,FILESYSTEM-WRITE,LOW: Read-only connector probe,YES,"connector_for, find_messages"
3,tests/probe_h1_emptyfolder_v1.py,A,Tool+connector harness for empty_folder with fake IMAP,Verify expunge-failure handling (scenario B),INSTRUMENTATION,NONE,LOW: Unit test with fake IMAP,YES,"FakeImap, SCENARIOS"
3,tests/probe_h1_store_v1.py,A,Connector-level harness for move_to_trash with fake IMAP,Exercise COPY/STORE/expunge paths A-D,INSTRUMENTATION,NONE,LOW: Unit test with fake IMAP,YES,"FakeImap, run"
3,tests/probe_h1_toolprobe_v1.py,A,Full tool-layer harness for MailboxMoveToTrashTool,Verify outcome contract and success mapping,INSTRUMENTATION,NONE,LOW: Unit test with fake IMAP,YES,"FakeIMAP, run_one"
3,tests/probe_h3_protected_v1.py,A,Harness for protected-sender guard in move_to_trash,"Test guard filters, override file, uids bypass",INSTRUMENTATION,NONE,LOW: Unit test with fake connector,YES,"FakeConn, run scenarios"
3,tests/probe_inbox_cleanup_v1.py,A,Dry-run/apply script to move approved senders from Inbox to Trash,Bulk cleanup with exact-match guard and re-census,INSTRUMENTATION,"FILESYSTEM-WRITE,TOOL-EXECUTION",MEDIUM: Destructive when --apply used,YES,"connector_for, move_to_trash"
